Person_ID,Name,Age,Gender,Criminal_History,Case_Number,Crime_Description,Crime_Type,IUCR,FBI_Code,Domestic,Arrested,Crime_Location,Block,Beat,District,Ward,Community_Area,Latitude,Longitude,X_Coordinate,Y_Coordinate,Date_of_Crime,Year,Updated_On,Social_Media_Activity,Facial_Recognition_Match
P00844,Lisa Olsen,48,Female,No,C2021-XYZ01083,Homicide reported near Jason Circle,Homicide,5100,106,Yes,No,"Banjara Hills, Hyderabad",2502 Block of Miller Parkways,476,18,37,37,17.4239,78.4291,264290,456252,2022-06-06,2022,2022-09-28,Suspicious,29.94
P00375,Melissa Salazar,39,Male,Yes,C2019-XYZ01084,Fraud reported near Rhonda Rapids,Fraud,2100,103,No,Yes,"T. Nagar, Chennai",5136 Block of Moore Haven,354,24,16,70,13.0424,80.2336,582553,254308,2022-11-30,2022,2023-04-23,Suspicious,88.18
P00248,Shawn Phillips,67,Other,No,C2021-XYZ01085,Drug Offense reported near Spence Circles,Drug Offense,4100,105,Yes,No,"Andheri East, Mumbai",2494 Block of Cassidy Wall,130,30,44,71,19.1197,72.8696,497963,533075,2021-10-21,2021,2021-10-31,Suspicious,73.19
P00894,Scott Davis,91,Female,Yes,C2023-XYZ01086,Kidnapping reported near Cox Oval,Kidnapping,7100,108,Yes,No,"T. Nagar, Chennai",463 Block of Sara Row,542,3,2,77,13.0424,80.2336,433441,465009,2021-06-23,2021,2021-11-01,Active,29.99
P00492,Erica Camacho,71,Female,Yes,C2019-XYZ01087,Homicide reported near Holt Isle,Homicide,5100,106,Yes,Yes,"Sector 62, Noida",5393 Block of Lopez Isle,538,8,14,14,28.6102,77.367,187982,953231,2023-11-01,2023,2023-11-14,Inactive,74.58
P00752,Sandy Sanders,73,Female,No,C2022-XYZ01088,Fraud reported near Ewing Forge,Fraud,2100,103,Yes,No,"Andheri East, Mumbai",1587 Block of Robinson Overpass,353,5,39,40,19.1197,72.8696,201904,319073,2023-03-14,2023,2023-06-06,Active,46.69
P00515,Adam Cabrera,32,Other,No,C2022-XYZ01089,Drug Offense reported near Morgan Divide,Drug Offense,4100,105,Yes,No,"Sector 62, Noida",5516 Block of Williams Hill,756,27,31,10,28.6102,77.367,169480,188217,2022-10-28,2022,2023-04-11,Suspicious,18.98
P00009,Jeremy Smith,42,Female,No,C2020-XYZ01090,Cybercrime reported near Jenna Turnpike,Cybercrime,3100,104,Yes,Yes,"Andheri East, Mumbai",9543 Block of Randolph Village,221,9,39,44,19.1197,72.8696,125224,396160,2024-12-19,2024,2025-06-12,Suspicious,85.37
P00189,Stephanie Bowman,75,Female,No,C2023-XYZ01091,Kidnapping reported near Kemp Canyon,Kidnapping,7100,108,Yes,Yes,"Viman Nagar, Pune",8531 Block of April Track,670,7,36,37,18.5679,73.9143,210773,314829,2024-06-01,2024,2024-08-15,Suspicious,10.87
P00487,Justin Wright,4,Other,No,C2020-XYZ01092,Cybercrime reported near Kimberly Islands,Cybercrime,3100,104,No,No,"Viman Nagar, Pune",2895 Block of Maria Estate,579,12,18,63,18.5679,73.9143,664712,411162,2024-10-31,2024,2025-01-25,Active,21.95
P00362,Dominique Guzman,64,Other,No,C2019-XYZ01093,Robbery reported near James Well,Robbery,1100,101,Yes,No,"Sector 62, Noida",9026 Block of Simmons Mountains,904,23,17,9,28.6102,77.367,669921,580037,2025-04-18,2025,2025-05-21,Suspicious,13.6
P00031,Michelle Garcia,60,Other,Yes,C2021-XYZ01094,Robbery reported near Howell Pass,Robbery,1100,101,No,No,"Andheri East, Mumbai",8513 Block of Kemp Plains,584,6,39,74,19.1197,72.8696,964281,877380,2024-02-18,2024,2024-06-10,Inactive,79.07
P00272,Dustin Rogers,59,Other,Yes,C2022-XYZ01095,Kidnapping reported near Holmes Ferry,Kidnapping,7100,108,Yes,No,"Viman Nagar, Pune",597 Block of Key Throughway,811,10,32,73,18.5679,73.9143,154427,518278,2023-09-29,2023,2024-03-24,Suspicious,35.41
P00711,James King,18,Female,Yes,C2019-XYZ01096,Drug Offense reported near Courtney Center,Drug Offense,4100,105,Yes,No,"Sector 62, Noida",1718 Block of Rivers Harbors,540,19,23,28,28.6102,77.367,191156,765781,2022-01-14,2022,2022-05-27,Inactive,40.47
P00165,Lee Bailey,27,Female,Yes,C2019-XYZ01097,Assault reported near Bridges Shoal,Assault,1300,102,No,Yes,"Banjara Hills, Hyderabad",3829 Block of Emily Via,733,26,33,20,17.4239,78.4291,146925,351907,2024-12-01,2024,2025-05-19,Active,54.52
P00879,Billy Taylor,10,Male,Yes,C2024-XYZ01098,Kidnapping reported near Timothy Extension,Kidnapping,7100,108,No,No,"Salt Lake, Kolkata",5702 Block of Gray Locks,991,12,25,45,22.585,88.4154,808962,541517,2022-12-22,2022,2023-01-01,Inactive,66.81
P00310,Michael Webb,70,Male,No,C2024-XYZ01099,Kidnapping reported near Murray Drive,Kidnapping,7100,108,No,No,"Sector 62, Noida",9341 Block of Brooke Square,943,15,2,37,28.6102,77.367,394636,939885,2021-08-04,2021,2021-08-15,Inactive,12.61
P00683,Elizabeth Spence,65,Other,No,C2019-XYZ01100,Assault reported near Franklin Corner,Assault,1300,102,Yes,Yes,"Viman Nagar, Pune",944 Block of Murphy Centers,246,24,6,70,18.5679,73.9143,666439,789878,2023-10-13,2023,2024-04-07,Inactive,88.85
P00157,Gerald Campbell,89,Other,Yes,C2023-XYZ01101,Theft reported near James Crest,Theft,6100,107,No,Yes,"Salt Lake, Kolkata",8107 Block of Wheeler Brooks,939,1,32,35,22.585,88.4154,621384,296045,2024-09-27,2024,2025-02-09,Active,12.41
P00509,David Thompson,94,Other,Yes,C2021-XYZ01102,Homicide reported near Ronnie Mount,Homicide,5100,106,Yes,Yes,"Salt Lake, Kolkata",9569 Block of Anthony Shoals,880,13,42,37,22.585,88.4154,866089,724610,2025-06-09,2025,2025-12-03,Inactive,85.66
P00644,Karen Hicks,102,Other,Yes,C2019-XYZ01103,Theft reported near Philip Rapid,Theft,6100,107,No,Yes,"Banjara Hills, Hyderabad",130 Block of Cole Spur,918,19,46,27,17.4239,78.4291,174983,243560,2023-10-22,2023,2024-04-13,Suspicious,99.4
P00500,Rachael Miranda,26,Male,Yes,C2020-XYZ01104,Fraud reported near Martin Mews,Fraud,2100,103,Yes,Yes,"T. Nagar, Chennai",9264 Block of Combs Point,532,1,9,64,13.0424,80.2336,256719,487768,2022-05-18,2022,2022-10-30,Active,62.1
P00341,Kevin Young,41,Other,Yes,C2024-XYZ01105,Theft reported near Griffin Drives,Theft,6100,107,No,No,"Koramangala, Bangalore",9430 Block of Cooper Field,288,13,8,34,12.9352,77.6146,317583,980344,2022-05-15,2022,2022-09-14,Active,32.71
P00363,Jennifer Ramirez,17,Other,No,C2019-XYZ01106,Kidnapping reported near Brown Center,Kidnapping,7100,108,Yes,No,"Banjara Hills, Hyderabad",5453 Block of Rodriguez Pass,427,11,38,18,17.4239,78.4291,285389,666716,2021-09-02,2021,2021-10-23,Inactive,19.82
P00728,Joseph Morrow,25,Other,No,C2023-XYZ01107,Drug Offense reported near Hernandez Grove,Drug Offense,4100,105,Yes,Yes,"Koramangala, Bangalore",9569 Block of Jones Mill,220,25,45,62,12.9352,77.6146,757106,773747,2022-01-04,2022,2022-01-25,Inactive,63.25
P00348,Andrea Mcdaniel,66,Other,Yes,C2019-XYZ01108,Kidnapping reported near Joseph Row,Kidnapping,7100,108,Yes,Yes,"Koramangala, Bangalore",8125 Block of Anthony Mission,460,2,25,42,12.9352,77.6146,387400,157375,2023-09-24,2023,2023-12-24,Inactive,23.54
P00816,Mathew Hansen,99,Male,No,C2023-XYZ01109,Theft reported near Friedman Locks,Theft,6100,107,Yes,No,"Viman Nagar, Pune",6784 Block of Kristen Mountains,364,4,44,41,18.5679,73.9143,237465,150081,2024-03-04,2024,2024-05-14,Active,26.92
P00619,Parker Walker,78,Other,No,C2021-XYZ01110,Robbery reported near Norman Loop,Robbery,1100,101,No,Yes,"Andheri East, Mumbai",8034 Block of Hawkins Highway,386,29,32,36,19.1197,72.8696,235183,671273,2022-07-27,2022,2022-12-15,Inactive,17.77
P00761,Matthew Keller,79,Female,No,C2021-XYZ01111,Robbery reported near Velasquez Lights,Robbery,1100,101,Yes,No,"Salt Lake, Kolkata",8251 Block of Amanda Cliffs,777,27,43,8,22.585,88.4154,458305,321690,2022-05-02,2022,2022-10-06,Suspicious,37.2
P00081,John Johnson,94,Female,Yes,C2024-XYZ01112,Kidnapping reported near Judith Burgs,Kidnapping,7100,108,No,Yes,"Salt Lake, Kolkata",6051 Block of Tyler Pass,151,24,12,6,22.585,88.4154,575272,128727,2022-01-24,2022,2022-03-03,Suspicious,99.96
P00431,James Anderson,18,Female,No,C2019-XYZ01113,Homicide reported near Kathy Rest,Homicide,5100,106,No,No,"Sector 62, Noida",9891 Block of Kiara Village,857,24,23,40,28.6102,77.367,301396,882561,2022-05-06,2022,2022-06-04,Suspicious,78.58
P00188,Amanda Perez,35,Male,Yes,C2020-XYZ01114,Homicide reported near Skinner Crescent,Homicide,5100,106,No,No,"Andheri East, Mumbai",6971 Block of Jacqueline Islands,396,6,19,69,19.1197,72.8696,148937,162811,2024-06-13,2024,2024-06-28,Suspicious,92.5
P00130,Mr. John Mcintosh Jr.,82,Other,Yes,C2019-XYZ01115,Robbery reported near Crystal Fort,Robbery,1100,101,Yes,Yes,"Banjara Hills, Hyderabad",7486 Block of Thomas Valley,134,2,18,39,17.4239,78.4291,505378,346886,2024-06-17,2024,2024-08-14,Active,53.77
P00970,Nicholas Robles,37,Male,Yes,C2024-XYZ01116,Fraud reported near Herman Island,Fraud,2100,103,Yes,Yes,"Salt Lake, Kolkata",1689 Block of Francis River,293,24,37,36,22.585,88.4154,659985,431142,2021-11-16,2021,2022-03-06,Suspicious,93.6
P00375,Melissa Salazar,39,Male,Yes,C2021-XYZ01117,Theft reported near Mercado Fords,Theft,6100,107,Yes,No,"Andheri East, Mumbai",5447 Block of Castillo Grove,607,20,45,46,19.1197,72.8696,463734,760315,2025-04-01,2025,2025-04-25,Inactive,52.36
P00955,Matthew Molina,9,Other,No,C2021-XYZ01118,Theft reported near Angie Plaza,Theft,6100,107,No,No,"T. Nagar, Chennai",1057 Block of Jillian Motorway,683,28,19,32,13.0424,80.2336,192398,737930,2024-01-20,2024,2024-01-26,Inactive,15.49
P00172,Penny Rodriguez,48,Male,Yes,C2021-XYZ01119,Robbery reported near William Rue,Robbery,1100,101,Yes,Yes,"Viman Nagar, Pune",1724 Block of Robert Radial,684,8,24,32,18.5679,73.9143,397393,189451,2024-12-01,2024,2024-12-19,Active,1.08
P00205,Kristin Wang,2,Other,No,C2024-XYZ01120,Assault reported near Monica Lakes,Assault,1300,102,Yes,Yes,"Koramangala, Bangalore",6781 Block of Maurice Corner,981,24,18,51,12.9352,77.6146,152019,275354,2024-11-29,2024,2024-12-08,Suspicious,89.3
P00129,Jason Aguilar,74,Male,No,C2022-XYZ01121,Assault reported near Ivan Walks,Assault,1300,102,Yes,Yes,"Andheri East, Mumbai",5159 Block of Joshua Ford,876,25,10,22,19.1197,72.8696,507698,626111,2022-11-09,2022,2023-05-03,Active,30.27
P00175,Austin Murphy,29,Male,No,C2020-XYZ01122,Theft reported near John Harbor,Theft,6100,107,Yes,Yes,"Salt Lake, Kolkata",8252 Block of Martinez Islands,827,18,26,19,22.585,88.4154,815578,237069,2024-02-20,2024,2024-04-19,Suspicious,41.4
P00703,Allen Flores,33,Female,No,C2020-XYZ01123,Theft reported near Lauren Streets,Theft,6100,107,Yes,Yes,"Sector 62, Noida",4478 Block of Anthony Creek,159,13,10,65,28.6102,77.367,294850,867848,2025-06-30,2025,2025-12-22,Inactive,11.13
P00925,Andrew Ewing,85,Male,Yes,C2022-XYZ01124,Homicide reported near James Corners,Homicide,5100,106,No,Yes,"T. Nagar, Chennai",1136 Block of Alicia Circles,446,17,2,44,13.0424,80.2336,103484,705056,2024-03-15,2024,2024-08-25,Active,68.35
P00159,Jerry Krause MD,55,Male,Yes,C2020-XYZ01125,Robbery reported near Hale Forge,Robbery,1100,101,No,Yes,"T. Nagar, Chennai",163 Block of Antonio Throughway,301,20,1,36,13.0424,80.2336,871239,302852,2024-02-13,2024,2024-04-24,Inactive,5.93
P00240,Jeffrey Aguilar,39,Other,Yes,C2020-XYZ01126,Drug Offense reported near Smith Springs,Drug Offense,4100,105,No,No,"Sector 62, Noida",1991 Block of Kaitlyn Camp,374,25,22,46,28.6102,77.367,480577,708750,2021-11-22,2021,2021-12-21,Active,38.94
P00550,Cynthia Hunt,72,Other,Yes,C2023-XYZ01127,Theft reported near Lisa Pines,Theft,6100,107,Yes,No,"T. Nagar, Chennai",4517 Block of Stephanie Roads,253,8,3,14,13.0424,80.2336,418104,404856,2024-03-23,2024,2024-06-30,Suspicious,8.0
P00585,Dr. Dawn Harris,25,Male,Yes,C2022-XYZ01128,Homicide reported near Nielsen Roads,Homicide,5100,106,Yes,No,"Sector 62, Noida",8351 Block of Erin Forge,109,3,18,30,28.6102,77.367,293941,484205,2023-07-31,2023,2023-09-18,Active,15.58
P00168,Anna Ford,32,Other,Yes,C2024-XYZ01129,Fraud reported near Kevin Canyon,Fraud,2100,103,Yes,No,"Banjara Hills, Hyderabad",5386 Block of Mark Islands,943,9,24,3,17.4239,78.4291,649176,527631,2023-10-10,2023,2023-10-20,Suspicious,88.94
P00086,Shannon Hinton,2,Other,No,C2020-XYZ01130,Kidnapping reported near Horne Land,Kidnapping,7100,108,No,Yes,"Banjara Hills, Hyderabad",2248 Block of Reyes Lane,800,28,40,69,17.4239,78.4291,582123,581448,2021-02-19,2021,2021-06-28,Active,98.69
P00469,Michael Griffith,5,Female,No,C2020-XYZ01131,Kidnapping reported near Smith Turnpike,Kidnapping,7100,108,Yes,No,"Banjara Hills, Hyderabad",4518 Block of Laura Coves,612,6,21,38,17.4239,78.4291,800895,252061,2022-06-10,2022,2022-06-13,Suspicious,97.64
P00744,Pamela Montgomery,48,Male,No,C2022-XYZ01132,Robbery reported near Steven Haven,Robbery,1100,101,No,No,"Koramangala, Bangalore",3611 Block of Pamela Ville,834,18,37,22,12.9352,77.6146,481862,744958,2022-07-06,2022,2022-12-16,Suspicious,94.7
P00440,Kyle Ball,62,Male,No,C2024-XYZ01133,Theft reported near Holder Street,Theft,6100,107,No,Yes,"Koramangala, Bangalore",3081 Block of Terri Street,208,24,26,58,12.9352,77.6146,274213,419184,2024-10-27,2024,2025-01-10,Suspicious,19.08
P00139,Daniel Harmon,94,Female,No,C2022-XYZ01134,Assault reported near Ashley Orchard,Assault,1300,102,No,No,"Viman Nagar, Pune",8905 Block of Timothy Key,509,11,34,13,18.5679,73.9143,752454,213948,2022-02-25,2022,2022-07-22,Active,77.02
P00484,Christopher Smith,75,Male,Yes,C2024-XYZ01135,Assault reported near Lopez Street,Assault,1300,102,Yes,Yes,"Salt Lake, Kolkata",3701 Block of Burton Corner,661,12,49,30,22.585,88.4154,103548,671077,2020-12-26,2020,2021-06-15,Inactive,50.45
P00355,Jamie Little,8,Male,No,C2019-XYZ01136,Kidnapping reported near Nancy Street,Kidnapping,7100,108,No,No,"Andheri East, Mumbai",938 Block of Jeffrey Fields,370,29,35,75,19.1197,72.8696,900433,162156,2023-09-29,2023,2023-11-09,Active,67.1
P00188,Amanda Perez,35,Male,Yes,C2023-XYZ01137,Theft reported near Oliver Pine,Theft,6100,107,Yes,Yes,"Viman Nagar, Pune",3429 Block of Ross Springs,875,20,26,23,18.5679,73.9143,488712,333746,2024-04-05,2024,2024-05-08,Suspicious,57.58
P00388,Kristen Griffin,74,Other,Yes,C2023-XYZ01138,Assault reported near Nicholas Streets,Assault,1300,102,Yes,No,"Sector 62, Noida",6198 Block of Scott Summit,984,19,20,30,28.6102,77.367,638786,820882,2022-01-28,2022,2022-06-27,Suspicious,19.39
P00183,Wyatt Huffman,12,Other,Yes,C2021-XYZ01139,Fraud reported near Murphy Isle,Fraud,2100,103,No,No,"Koramangala, Bangalore",4747 Block of Carter Island,104,12,31,55,12.9352,77.6146,274813,267318,2025-03-18,2025,2025-06-25,Inactive,42.38
P00091,Emily Rodriguez,45,Female,No,C2023-XYZ01140,Assault reported near Ross Forks,Assault,1300,102,No,Yes,"Sector 62, Noida",1391 Block of Renee Expressway,820,23,20,51,28.6102,77.367,845782,508386,2021-07-10,2021,2021-12-08,Suspicious,34.76
P00068,Alexandra Alvarado,93,Other,No,C2022-XYZ01141,Drug Offense reported near David Forges,Drug Offense,4100,105,No,Yes,"Andheri East, Mumbai",1910 Block of Gregory Ports,970,3,45,50,19.1197,72.8696,949890,569219,2020-10-06,2020,2021-04-03,Inactive,87.19
P00344,Christopher Allen,6,Female,No,C2023-XYZ01142,Kidnapping reported near Palmer Springs,Kidnapping,7100,108,Yes,No,"Sector 62, Noida",9651 Block of Christopher Corners,177,16,28,24,28.6102,77.367,169419,547644,2023-04-13,2023,2023-07-21,Active,37.62
P00574,Jennifer Morgan,2,Female,No,C2024-XYZ01143,Homicide reported near Ryan Ford,Homicide,5100,106,No,Yes,"Koramangala, Bangalore",4256 Block of Gonzales Cliff,154,16,3,75,12.9352,77.6146,447231,838858,2020-09-22,2020,2021-01-05,Active,51.58
P00705,Michael Avila,56,Female,No,C2019-XYZ01144,Cybercrime reported near Carolyn Estates,Cybercrime,3100,104,Yes,Yes,"Viman Nagar, Pune",5210 Block of Sherry Shoals,730,29,1,55,18.5679,73.9143,746430,226533,2021-10-15,2021,2021-10-29,Inactive,40.92
P00972,Jessica Knight,50,Other,No,C2023-XYZ01145,Assault reported near Michelle Knolls,Assault,1300,102,No,Yes,"Viman Nagar, Pune",6550 Block of Matthew Harbor,892,3,12,74,18.5679,73.9143,553467,555273,2024-12-19,2024,2025-02-17,Suspicious,29.38
P00507,Christopher Howard,46,Female,Yes,C2023-XYZ01146,Theft reported near Torres Villages,Theft,6100,107,Yes,Yes,"Salt Lake, Kolkata",1401 Block of Mueller Court,336,28,17,36,22.585,88.4154,157452,878864,2021-07-24,2021,2021-12-16,Suspicious,49.85
P00151,Beverly Carney,71,Other,Yes,C2024-XYZ01147,Robbery reported near Antonio Garden,Robbery,1100,101,Yes,No,"Andheri East, Mumbai",7284 Block of Rangel Forges,229,16,2,16,19.1197,72.8696,978526,785014,2025-03-31,2025,2025-09-10,Suspicious,75.99
P00360,Michael Perry,98,Female,Yes,C2021-XYZ01148,Assault reported near Mendoza Islands,Assault,1300,102,No,No,"Salt Lake, Kolkata",7467 Block of Holmes Crossroad,441,16,47,2,22.585,88.4154,146807,954346,2020-09-05,2020,2021-02-18,Inactive,79.35
P00888,Joshua Medina,86,Male,Yes,C2024-XYZ01149,Kidnapping reported near Walker Island,Kidnapping,7100,108,Yes,No,"Salt Lake, Kolkata",6323 Block of Clayton Rue,771,19,27,11,22.585,88.4154,613099,797081,2022-10-14,2022,2022-11-09,Suspicious,44.53
P00585,Dr. Dawn Harris,25,Male,Yes,C2024-XYZ01150,Robbery reported near Veronica Cove,Robbery,1100,101,Yes,Yes,"T. Nagar, Chennai",1540 Block of Jamie Freeway,559,4,41,13,13.0424,80.2336,854246,670142,2022-02-04,2022,2022-02-19,Active,76.8
P00636,Carolyn Jackson,81,Other,No,C2019-XYZ01151,Fraud reported near John Fork,Fraud,2100,103,No,Yes,"Banjara Hills, Hyderabad",6377 Block of Garcia Run,230,25,30,71,17.4239,78.4291,919581,299465,2024-08-19,2024,2024-12-20,Inactive,47.89
P00124,Charles Hernandez,99,Other,Yes,C2020-XYZ01152,Drug Offense reported near Williams Corner,Drug Offense,4100,105,No,Yes,"Andheri East, Mumbai",5981 Block of Black Spring,471,1,6,4,19.1197,72.8696,615751,639956,2020-08-13,2020,2020-11-29,Active,6.9
P00691,Chelsea Gross,92,Other,No,C2020-XYZ01153,Cybercrime reported near Margaret Station,Cybercrime,3100,104,No,Yes,"Viman Nagar, Pune",6834 Block of Matthew Course,942,2,13,56,18.5679,73.9143,223811,822513,2023-01-13,2023,2023-02-21,Suspicious,34.15
P00625,Alejandro Davis,18,Male,No,C2023-XYZ01154,Drug Offense reported near David Neck,Drug Offense,4100,105,Yes,No,"Andheri East, Mumbai",4216 Block of Anthony Forks,188,8,40,51,19.1197,72.8696,608246,496352,2022-05-10,2022,2022-08-05,Suspicious,34.98
P00274,Sheila Bauer,12,Other,Yes,C2020-XYZ01155,Robbery reported near Brian Plains,Robbery,1100,101,Yes,No,"Sector 62, Noida",6287 Block of Sarah Landing,791,28,39,41,28.6102,77.367,995161,502178,2023-02-23,2023,2023-05-11,Active,79.3
P00418,Carlos Gutierrez,96,Other,No,C2019-XYZ01156,Kidnapping reported near Hopkins Grove,Kidnapping,7100,108,No,Yes,"Andheri East, Mumbai",9575 Block of Benjamin Manor,151,25,8,35,19.1197,72.8696,554036,145843,2023-06-30,2023,2023-11-16,Active,34.32
P00223,Elizabeth Miller,88,Male,Yes,C2019-XYZ01157,Kidnapping reported near Smith Tunnel,Kidnapping,7100,108,Yes,No,"T. Nagar, Chennai",3899 Block of Brandon Orchard,188,5,14,40,13.0424,80.2336,879795,838052,2024-01-03,2024,2024-01-25,Active,88.32
P00512,Mr. Brian Thomas,4,Other,No,C2020-XYZ01158,Theft reported near Henderson Lock,Theft,6100,107,No,No,"Salt Lake, Kolkata",4511 Block of Justin Mountain,950,10,44,1,22.585,88.4154,540288,798390,2024-02-26,2024,2024-08-14,Suspicious,11.35
P00343,Arthur Adams,46,Female,No,C2022-XYZ01159,Theft reported near Jeffrey Terrace,Theft,6100,107,Yes,Yes,"Banjara Hills, Hyderabad",1103 Block of Perkins Glen,711,2,28,3,17.4239,78.4291,208625,885166,2022-05-29,2022,2022-10-17,Active,67.84
P00987,Allison Black,80,Female,No,C2021-XYZ01160,Assault reported near Delgado Corner,Assault,1300,102,No,Yes,"Koramangala, Bangalore",3647 Block of Nicholas Key,945,14,31,70,12.9352,77.6146,879328,592287,2024-03-08,2024,2024-04-01,Suspicious,62.52
P00388,Kristen Griffin,74,Other,Yes,C2019-XYZ01161,Assault reported near Alicia Mill,Assault,1300,102,No,Yes,"T. Nagar, Chennai",1193 Block of Robin Underpass,512,5,37,41,13.0424,80.2336,498354,232173,2025-02-17,2025,2025-06-26,Suspicious,99.23
P00411,Jonathan Hopkins,10,Male,No,C2019-XYZ01162,Drug Offense reported near Robert Branch,Drug Offense,4100,105,Yes,Yes,"T. Nagar, Chennai",9193 Block of Connie Knolls,247,30,14,39,13.0424,80.2336,260882,926923,2023-07-19,2023,2023-09-17,Active,58.5
P00453,Jeffrey Roberts,90,Female,Yes,C2019-XYZ01163,Fraud reported near Green Lake,Fraud,2100,103,No,Yes,"Banjara Hills, Hyderabad",2313 Block of Linda Forge,641,1,11,63,17.4239,78.4291,977732,373441,2025-04-22,2025,2025-08-30,Active,77.21
P00327,Richard Hudson,15,Female,No,C2024-XYZ01164,Fraud reported near Heather Plaza,Fraud,2100,103,Yes,No,"Banjara Hills, Hyderabad",2541 Block of Perry Course,676,10,25,32,17.4239,78.4291,864557,761432,2020-11-05,2020,2021-02-25,Inactive,51.71
P00884,Michael Hardin,80,Male,Yes,C2022-XYZ01165,Cybercrime reported near Johnson Trace,Cybercrime,3100,104,Yes,No,"Sector 62, Noida",4552 Block of Beard Points,875,10,33,34,28.6102,77.367,495753,818200,2022-11-17,2022,2023-04-18,Inactive,34.76
P00659,Richard Andrews,27,Other,Yes,C2020-XYZ01166,Theft reported near Gordon Mall,Theft,6100,107,No,Yes,"Koramangala, Bangalore",7849 Block of Christopher Manors,571,2,8,45,12.9352,77.6146,462168,614045,2025-05-24,2025,2025-08-16,Inactive,87.61
P00800,Joel Johnson,41,Other,Yes,C2023-XYZ01167,Drug Offense reported near Lori Drives,Drug Offense,4100,105,Yes,No,"Koramangala, Bangalore",3185 Block of Bowen Crest,705,13,20,37,12.9352,77.6146,121704,475368,2021-09-30,2021,2021-10-03,Active,37.91
P00932,Shelly Andrade,84,Female,No,C2022-XYZ01168,Kidnapping reported near Hill Heights,Kidnapping,7100,108,No,No,"T. Nagar, Chennai",652 Block of Karen Extension,407,20,25,70,13.0424,80.2336,198314,671629,2021-10-05,2021,2022-02-18,Active,24.51
P00549,Kimberly Vasquez,98,Female,No,C2022-XYZ01169,Assault reported near Ashley Avenue,Assault,1300,102,Yes,No,"Salt Lake, Kolkata",3355 Block of Stacey View,510,27,34,59,22.585,88.4154,780444,848184,2024-11-22,2024,2025-03-08,Active,54.45
P00674,Megan Norris,33,Female,Yes,C2019-XYZ01170,Assault reported near Andrew Freeway,Assault,1300,102,No,No,"Sector 62, Noida",5098 Block of Tracy Rue,201,16,32,65,28.6102,77.367,314607,123946,2023-05-20,2023,2023-06-13,Inactive,40.11
P00944,Mitchell Rivas,89,Female,No,C2020-XYZ01171,Cybercrime reported near Murphy Path,Cybercrime,3100,104,No,Yes,"Viman Nagar, Pune",3754 Block of Jose Manors,381,17,14,62,18.5679,73.9143,134275,704743,2024-09-25,2024,2025-01-26,Active,2.7
P00260,Tracy Mullins,13,Male,Yes,C2020-XYZ01172,Homicide reported near Graves Ranch,Homicide,5100,106,Yes,Yes,"Salt Lake, Kolkata",8153 Block of Nelson Village,605,19,23,1,22.585,88.4154,440559,748709,2024-06-03,2024,2024-07-12,Active,32.01
P00591,Anne Snyder,13,Male,Yes,C2020-XYZ01173,Theft reported near Brooks Freeway,Theft,6100,107,Yes,Yes,"Sector 62, Noida",4795 Block of Katherine Square,948,10,17,77,28.6102,77.367,236642,305043,2021-04-22,2021,2021-10-19,Suspicious,83.54
P00558,Valerie Brooks,108,Other,No,C2019-XYZ01174,Fraud reported near Anderson Wall,Fraud,2100,103,No,Yes,"Banjara Hills, Hyderabad",8349 Block of Reynolds Street,350,4,27,61,17.4239,78.4291,520462,976621,2024-09-09,2024,2025-03-08,Active,88.75
P00105,Jennifer Thompson,79,Male,No,C2021-XYZ01175,Kidnapping reported near Aaron Squares,Kidnapping,7100,108,No,No,"Banjara Hills, Hyderabad",8513 Block of Henderson Islands,133,19,4,37,17.4239,78.4291,776619,638437,2021-03-28,2021,2021-04-03,Active,66.3
P00425,Monica Cook,40,Other,Yes,C2021-XYZ01176,Fraud reported near Andre Manors,Fraud,2100,103,No,No,"Koramangala, Bangalore",3469 Block of Timothy Ramp,153,14,3,33,12.9352,77.6146,213472,675299,2022-07-13,2022,2022-07-31,Suspicious,83.46
P00359,Danielle Brown,48,Female,No,C2024-XYZ01177,Robbery reported near Gallegos Ville,Robbery,1100,101,Yes,Yes,"Viman Nagar, Pune",7205 Block of Jeffery Mews,197,1,42,9,18.5679,73.9143,940290,629614,2020-10-10,2020,2020-10-30,Active,45.89
P00811,Laura Mccarthy,41,Female,No,C2019-XYZ01178,Drug Offense reported near Ward Drive,Drug Offense,4100,105,Yes,No,"Banjara Hills, Hyderabad",2762 Block of Peters Ways,797,6,45,11,17.4239,78.4291,753669,711090,2021-01-30,2021,2021-03-21,Inactive,60.22
P00966,Amy Riley,74,Other,Yes,C2024-XYZ01179,Cybercrime reported near Robinson Creek,Cybercrime,3100,104,Yes,Yes,"Koramangala, Bangalore",7759 Block of Mackenzie Canyon,402,12,7,8,12.9352,77.6146,161173,377974,2022-09-25,2022,2022-10-15,Suspicious,29.3
P00845,David Grimes,86,Other,Yes,C2022-XYZ01180,Robbery reported near James Cliffs,Robbery,1100,101,No,No,"Koramangala, Bangalore",8637 Block of Tammy Rapids,138,2,13,42,12.9352,77.6146,340869,492710,2023-02-14,2023,2023-04-06,Suspicious,37.23
P00553,Matthew Romero,63,Other,No,C2024-XYZ01181,Homicide reported near Preston Island,Homicide,5100,106,Yes,No,"Viman Nagar, Pune",6556 Block of Sanders Extensions,785,22,50,38,18.5679,73.9143,500135,144043,2023-11-04,2023,2024-03-15,Active,75.06
